-w \t\tINIT PHASE\tCREATING THREADS\tBARRIER PHASE\tCOMPLETE GOL\tINIT PHASE\tCREATING THREADS\tBARRIER PHASE\tCOMPLETE GOL
105	24260	1811	48700	107335	88702	42918	861997	951046
106	24260	1811	48700	107335	88422	42676	869757	958577
107	24260	1811	48700	107335	88404	43903	874101	963109
108	24260	1811	48700	107335	88466	44374	888008	975743
109	24260	1811	48700	107335	88350	42982	893894	981886
110	24260	1811	48700	107335	88390	43998	908631	995651
111	24260	1811	48700	107335	88352	43792	907916	996326
112	24260	1811	48700	107335	88352	43480	920022	1008123
113	24260	1811	48700	107335	88369	46061	926337	1013679
114	24260	1811	48700	107335	88374	43829	948050	1035036
115	24260	1811	48700	107335	88481	45751	942139	1030597
116	24260	1811	48700	107335	88352	44495	947532	1035013
117	24260	1811	48700	107335	88328	45283	951635	1039150
118	24260	1811	48700	107335	88354	45375	952777	1039093
119	24260	1811	48700	107335	88481	46915	957831	1045366
120	24260	1811	48700	107335	88330	45270	975264	1062802
121	24260	1811	48700	107335	88380	46067	990850	1077008
122	24260	1811	48700	107335	88499	47876	996070	1082608
123	24260	1811	48700	107335	88408	48289	1008721	1094749
124	24260	1811	48700	107335	88309	46877	1011908	1098027
125	24260	1811	48700	107335	88471	46670	1023534	1109978
126	24260	1811	48700	107335	88428	47327	1027918	1114068
127	24260	1811	48700	107335	88374	48573	1033666	1120624
128	24260	1811	48700	107335	88513	48352	1031111	1117030
129	24260	1811	48700	107335	88431	49206	1043415	1129434
130	24260	1811	48700	107335	88415	48398	1036794	1122794
131	24260	1811	48700	107335	88433	49848	1046064	1132506
132	24260	1811	48700	107335	88387	49262	1051559	1137837
133	24260	1811	48700	107335	88461	49424	1055881	1142386
134	24260	1811	48700	107335	88378	50490	1065981	1151472
135	24260	1811	48700	107335	88418	51044	1075188	1161126
136	24260	1811	48700	107335	88393	50030	1079785	1166112
137	24260	1811	48700	107335	88369	50536	1089041	1174826
138	24260	1811	48700	107335	88399	52706	1100317	1186908
139	24260	1811	48700	107335	88495	52357	1113939	1199359
140	24260	1811	48700	107335	88396	52396	1123880	1209946
141	24260	1811	48700	107335	88427	52094	1131202	1217563
142	24260	1811	48700	107335	88349	51989	1136375	1221748
143	24260	1811	48700	107335	88346	52345	1150270	1235787
144	24260	1811	48700	107335	88467	53141	1147256	1232685
145	24260	1811	48700	107335	88352	52649	1155075	1242473
146	24260	1811	48700	107335	88456	54998	1157236	1244162
147	24260	1811	48700	107335	88449	55116	1167805	1254322
148	24260	1811	48700	107335	88362	55222	1169054	1256308
149	24260	1811	48700	107335	88545	55247	1174688	1261050
150	24260	1811	48700	107335	88367	56710	1178047	1265471
151	24260	1811	48700	107335	88431	55073	1169361	1256298
